theta_idx,phi_idx,x_cm,y_cm,z_cm
48,70,-10.5349,-80.0208,7.7718
48,71,-5.1514,-78.5945,9.2143
48,72,-0.0000,-77.1589,10.7649
48,73,4.9643,-75.7402,12.4062
48,74,9.7883,-74.3498,14.1235
48,75,14.5178,-72.9857,15.9038
48,76,19.1943,-71.6343,17.7342
48,77,23.8544,-70.2728,19.6021
48,78,28.5276,-68.8717,21.4938
48,79,33.2366,-67.3972,23.3953
48,80,37.9974,-65.8135,25.2923
48,81,42.8198,-64.0843,27.1699
48,82,47.7084,-62.1748,29.0131
48,83,52.6640,-60.0518,30.8064
48,84,57.6848,-57.6848,32.5329
48,85,62.7666,-55.0448,34.1739
48,86,67.9030,-52.1038,35.7077
48,87,73.0843,-48.8334,37.1090
48,88,78.2945,-45.2034,38.3479
48,89,83.5091,-41.1821,39.3897
48,90,88.6903,-36.7367,40.1954
48,91,93.7847,-31.8356,40.7230
48,92,98.7197,-26.4519,40.9290
48,93,103.4032,-20.5682,40.7718
48,94,107.7245,-14.1822,40.2156
48,95,111.5576,-7.3119,39.2340
49,0,115.7680,0.0000,37.7455
49,1,118.1093,7.7413,35.9826
49,2,119.5805,15.7431,33.8381
49,3,120.0796,23.8853,31.3566
49,4,119.5314,32.0283,28.6011
49,5,117.8951,40.0200,25.6506
49,6,115.1693,47.7047,22.5963
49,7,111.3940,54.9335,19.5355
49,8,106.6489,61.5738,16.5659
49,9,101.0477,67.5179,13.7792
49,10,94.7300,72.6889,11.2559
49,11,87.8511,77.0433,9.0604
49,12,80.5711,80.5711,7.2389
49,13,73.0451,83.2920,5.8181
49,14,65.4154,85.2510,4.8059
49,15,57.8052,86.5116,4.1938
49,16,50.3163,87.1505,3.9599
49,17,43.0276,87.2514,4.0725
49,18,35.9958,86.9015,4.4943
49,19,29.2565,86.1869,5.1854
49,20,22.8267,85.1904,6.1068
49,21,16.7063,83.9884,7.2220
49,22,10.8809,82.6486,8.4987
49,23,5.3239,81.2276,9.9093
49,24,0.0000,79.7694,11.4307
49,25,-5.1323,78.3043,13.0435
49,26,-10.1173,76.8484,14.7316
49,27,-14.9990,75.4048,16.4803
49,28,-19.8187,73.9644,18.2760
49,29,-24.6132,72.5081,20.1055
49,30,-29.4129,71.0090,21.9552
49,31,-34.2415,69.4348,23.8113
49,32,-39.1154,67.7499,25.6598
49,33,-44.0446,65.9173,27.4864
49,34,-49.0329,63.9010,29.2769
49,35,-54.0799,61.6663,31.0162
49,36,-59.1811,59.1811,32.6881
49,37,-64.3298,56.4157,34.2746
49,38,-69.5164,53.3418,35.7549
49,39,-74.7282,49.9318,37.1044
49,40,-79.9469,46.1574,38.2943
49,41,-85.1464,41.9895,39.2914
49,42,-90.2885,37.3987,40.0587
49,43,-95.3206,32.3570,40.5566
49,44,-100.1723,26.8411,40.7446
49,45,-104.7550,20.8371,40.5849
49,46,-108.9630,14.3452,40.0449
49,47,-112.6765,7.3852,39.1017
49,48,-115.7680,0.0000,37.7455
49,49,-118.1093,-7.7413,35.9826
49,50,-119.5805,-15.7431,33.8381
49,51,-120.0796,-23.8853,31.3566
49,52,-119.5314,-32.0283,28.6011
49,53,-117.8951,-40.0200,25.6506
49,54,-115.1693,-47.7047,22.5963
49,55,-111.3940,-54.9335,19.5355
49,56,-106.6489,-61.5738,16.5659
49,57,-101.0477,-67.5179,13.7792
49,58,-94.7300,-72.6889,11.2559
49,59,-87.8511,-77.0433,9.0604
49,60,-80.5711,-80.5711,7.2389
49,61,-73.0451,-83.2920,5.8181
49,62,-65.4154,-85.2510,4.8059
49,63,-57.8052,-86.5116,4.1938
49,64,-50.3163,-87.1505,3.9599
49,65,-43.0276,-87.2514,4.0725
49,66,-35.9958,-86.9015,4.4943
49,67,-29.2565,-86.1869,5.1854
49,68,-22.8267,-85.1904,6.1068
49,69,-16.7063,-83.9884,7.2220
49,70,-10.8809,-82.6486,8.4987
49,71,-5.3239,-81.2276,9.9093
49,72,-0.0000,-79.7694,11.4307
49,73,5.1323,-78.3043,13.0435
49,74,10.1173,-76.8484,14.7316
49,75,14.9990,-75.4048,16.4803
49,76,19.8187,-73.9644,18.2760
49,77,24.6132,-72.5081,20.1055
49,78,29.4129,-71.0090,21.9552
49,79,34.2415,-69.4348,23.8113
49,80,39.1154,-67.7499,25.6598
49,81,44.0446,-65.9173,27.4864
49,82,49.0329,-63.9010,29.2769
49,83,54.0799,-61.6663,31.0162
49,84,59.1811,-59.1811,32.6881
49,85,64.3298,-56.4157,34.2746
49,86,69.5164,-53.3418,35.7549
49,87,74.7282,-49.9318,37.1044
49,88,79.9469,-46.1574,38.2943
49,89,85.1464,-41.9895,39.2914
49,90,90.2885,-37.3987,40.0587
49,91,95.3206,-32.3570,40.5566
49,92,100.1723,-26.8411,40.7446
49,93,104.7550,-20.8371,40.5849
49,94,108.9630,-14.3452,40.0449
49,95,112.6765,-7.3852,39.1017
50,0,117.0102,0.0000,37.2376
50,1,119.2124,7.8136,35.5467
50,2,120.5573,15.8717,33.5027
50,3,120.9516,24.0588,31.1475
50,4,120.3274,32.2416,28.5395
50,5,118.6485,40.2757,25.7507
50,6,115.9146,48.0134,22.8635
50,7,112.1629,55.3126,19.9662
50,8,107.4669,62.0460,17.1475
50,9,101.9318,68.1086,14.4918
50,10,95.6873,73.4234,12.0739
50,11,88.8787,77.9445,9.9553
50,12,81.6573,81.6573,8.1817
50,13,74.1712,84.5760,6.7814
50,14,66.5575,86.7394,5.7660
50,15,58.9367,88.2050,5.1317
50,16,51.4092,89.0434,4.8618
50,17,44.0542,89.3330,4.9300
50,18,36.9295,89.1557,5.3033
50,19,30.0733,88.5930,5.9458
50,20,23.5054,87.7234,6.8207
50,21,17.2298,86.6202,7.8928
50,22,11.2364,85.3490,9.1303
50,23,5.5034,83.9658,10.5046
50,24,0.0000,82.5159,11.9916
50,25,-5.3111,81.0319,13.5704
50,26,-10.4708,79.5338,15.2231
50,27,-15.5209,78.0287,16.9340
50,28,-20.5013,76.5120,18.6885
50,29,-25.4484,74.9687,20.4726
50,30,-30.3929,73.3749,22.2727
50,31,-35.3588,71.7006,24.0749
50,32,-40.3633,69.9113,25.8657
50,33,-45.4163,67.9703,27.6312
50,34,-50.5214,65.8408,29.3575
50,35,-55.6766,63.4870,31.0303
50,36,-60.8757,60.8757,32.6340
50,37,-66.1087,57.9758,34.1513
50,38,-71.3629,54.7587,35.5622
50,39,-76.6221,51.1973,36.8430
50,40,-81.8650,47.2648,37.9661
50,41,-87.0629,42.9347,38.8999
50,42,-92.1765,38.1808,39.6092
50,43,-97.1528,32.9789,40.0568
50,44,-101.9228,27.3101,40.2056
50,45,-106.4005,21.1644,40.0214
50,46,-110.4845,14.5456,39.4759
50,47,-114.0611,7.4760,38.5501
50,48,-117.0102,0.0000,37.2376
50,49,-119.2124,-7.8136,35.5467
50,50,-120.5573,-15.8717,33.5027
50,51,-120.9516,-24.0588,31.1475
50,52,-120.3274,-32.2416,28.5395
50,53,-118.6485,-40.2757,25.7507
50,54,-115.9146,-48.0134,22.8635
50,55,-112.1629,-55.3126,19.9662
50,56,-107.4669,-62.0460,17.1475
50,57,-101.9318,-68.1086,14.4918
50,58,-95.6873,-73.4234,12.0739
50,59,-88.8787,-77.9445,9.9553
50,60,-81.6573,-81.6573,8.1817
50,61,-74.1712,-84.5760,6.7814
50,62,-66.5575,-86.7394,5.7660
50,63,-58.9367,-88.2050,5.1317
50,64,-51.4092,-89.0434,4.8618
50,65,-44.0542,-89.3330,4.9300
50,66,-36.9295,-89.1557,5.3033
50,67,-30.0733,-88.5930,5.9458
50,68,-23.5054,-87.7234,6.8207
50,69,-17.2298,-86.6202,7.8928
50,70,-11.2364,-85.3490,9.1303
50,71,-5.5034,-83.9658,10.5046
50,72,-0.0000,-82.5159,11.9916
50,73,5.3111,-81.0319,13.5704
50,74,10.4708,-79.5338,15.2231
50,75,15.5209,-78.0287,16.9340
50,76,20.5013,-76.5120,18.6885
50,77,25.4484,-74.9687,20.4726
50,78,30.3929,-73.3749,22.2727
50,79,35.3588,-71.7006,24.0749
50,80,40.3633,-69.9113,25.8657
50,81,45.4163,-67.9703,27.6312
50,82,50.5214,-65.8408,29.3575
50,83,55.6766,-63.4870,31.0303
50,84,60.8757,-60.8757,32.6340
50,85,66.1087,-57.9758,34.1513
50,86,71.3629,-54.7587,35.5622
50,87,76.6221,-51.1973,36.8430
50,88,81.8650,-47.2648,37.9661
50,89,87.0629,-42.9347,38.8999
50,90,92.1765,-38.1808,39.6092
50,91,97.1528,-32.9789,40.0568
50,92,101.9228,-27.3101,40.2056
50,93,106.4005,-21.1644,40.0214
50,94,110.4845,-14.5456,39.4759
50,95,114.0611,-7.4760,38.5501
51,0,118.4540,0.0000,36.2929
51,1,120.4920,7.8975,34.6604
51,2,121.6805,16.0195,32.7062
51,3,121.9365,24.2547,30.4712
51,4,121.2005,32.4756,28.0097
51,5,119.4428,40.5454,25.3877
51,6,116.6660,48.3247,22.6794
51,7,112.9066,55.6794,19.9638
51,8,108.2336,62.4887,17.3203
51,9,102.7446,68.6517,14.8247
51,10,96.5599,74.0930,12.5450
51,11,89.8148,78.7655,10.5382
51,12,82.6512,82.6512,8.8476
51,13,75.2091,85.7595,7.5019
51,14,67.6195,88.1234,6.5147
51,15,59.9988,89.7945,5.8858
51,16,52.4451,90.8376,5.6031
51,17,45.0368,91.3257,5.6449
51,18,37.8323,91.3353,5.9831
51,19,30.8710,90.9431,6.5853
51,20,24.1752,90.2231,7.4179
51,21,17.7519,89.2446,8.4478
51,22,11.5947,88.0702,9.6439
51,23,5.6862,86.7541,10.9780
51,24,0.0000,85.3412,12.4253
51,25,-5.4968,83.8653,13.9639
51,26,-10.8414,82.3487,15.5749
51,27,-16.0725,80.8020,17.2411
51,28,-21.2281,79.2243,18.9472
51,29,-26.3432,77.6044,20.6786
51,30,-31.4480,75.9222,22.4213
51,31,-36.5669,74.1503,24.1614
51,32,-41.7171,72.2561,25.8855
51,33,-46.9088,70.2039,27.5800
51,34,-52.1452,67.9569,29.2313
51,35,-57.4233,65.4788,30.8255
51,36,-62.7348,62.7348,32.3478
51,37,-68.0671,59.6933,33.7815
51,38,-73.4039,56.3248,35.1075
51,39,-78.7249,52.6023,36.3032
51,40,-84.0053,48.5005,37.3426
51,41,-89.2133,43.9951,38.1954
51,42,-94.3071,39.0633,38.8287
51,43,-99.2330,33.6851,39.2079
51,44,-103.9223,27.8459,39.2992
51,45,-108.2912,21.5405,39.0723
51,46,-112.2422,14.7770,38.5032
51,47,-115.6673,7.5812,37.5776
51,48,-118.4540,0.0000,36.2929
51,49,-120.4920,-7.8975,34.6604
51,50,-121.6805,-16.0195,32.7062
51,51,-121.9365,-24.2547,30.4712
51,52,-121.2005,-32.4756,28.0097
51,53,-119.4428,-40.5454,25.3877
51,54,-116.6660,-48.3247,22.6794
51,55,-112.9066,-55.6794,19.9638
51,56,-108.2336,-62.4887,17.3203
51,57,-102.7446,-68.6517,14.8247
51,58,-96.5599,-74.0930,12.5450
51,59,-89.8148,-78.7655,10.5382
51,60,-82.6512,-82.6512,8.8476
51,61,-75.2091,-85.7595,7.5019
51,62,-67.6195,-88.1234,6.5147
51,63,-59.9988,-89.7945,5.8858
51,64,-52.4451,-90.8376,5.6031
51,65,-45.0368,-91.3257,5.6449
51,66,-37.8323,-91.3353,5.9831
51,67,-30.8710,-90.9431,6.5853
51,68,-24.1752,-90.2231,7.4179
51,69,-17.7519,-89.2446,8.4478
51,70,-11.5947,-88.0702,9.6439
51,71,-5.6862,-86.7541,10.9780
51,72,-0.0000,-85.3412,12.4253
51,73,5.4968,-83.8653,13.9639
51,74,10.8414,-82.3487,15.5749
51,75,16.0725,-80.8020,17.2411
51,76,21.2281,-79.2243,18.9472
51,77,26.3432,-77.6044,20.6786
51,78,31.4480,-75.9222,22.4213
51,79,36.5669,-74.1503,24.1614
51,80,41.7171,-72.2561,25.8855
51,81,46.9088,-70.2039,27.5800
51,82,52.1452,-67.9569,29.2313
51,83,57.4233,-65.4788,30.8255
51,84,62.7348,-62.7348,32.3478
51,85,68.0671,-59.6933,33.7815
51,86,73.4039,-56.3248,35.1075
51,87,78.7249,-52.6023,36.3032
51,88,84.0053,-48.5005,37.3426
51,89,89.2133,-43.9951,38.1954
51,90,94.3071,-39.0633,38.8287
51,91,99.2330,-33.6851,39.2079
51,92,103.9223,-27.8459,39.2992
51,93,108.2912,-21.5405,39.0723
51,94,112.2422,-14.7770,38.5032
51,95,115.6673,-7.5812,37.5776
52,0,120.0473,0.0000,34.9233
52,1,121.9015,7.9898,33.3383
52,2,122.9107,16.1815,31.4649
52,3,123.0022,24.4667,29.3435
52,4,122.1262,32.7236,27.0256
52,5,120.2603,40.8229,24.5716
52,6,117.4115,48.6334,22.0483
52,7,113.6173,56.0299,19.5261
52,8,108.9436,62.8986,17.0748
52,9,103.4818,69.1443,14.7615
52,10,97.3436,74.6944,12.6465
52,11,90.6545,79.5018,10.7808
52,12,83.5465,83.5465,9.2043
52,13,76.1511,86.8337,7.9443
52,14,68.5923,89.3912,7.0152
52,15,60.9812,91.2649,6.4192
52,16,53.4129,92.5139,6.1476
52,17,45.9639,93.2055,6.1829
52,18,38.6922,93.4113,6.5011
52,19,31.6380,93.2027,7.0738
52,20,24.8252,92.6491,7.8706
52,21,18.2632,91.8154,8.8610
52,22,11.9489,90.7605,10.0154
52,23,5.8685,89.5362,11.3065
52,24,0.0000,88.1856,12.7096
52,25,-5.6854,86.7424,14.2023
52,26,-11.2208,85.2303,15.7649
52,27,-16.6414,83.6620,17.3797
52,28,-21.9825,82.0398,19.0304
52,29,-27.2772,80.3562,20.7019
52,30,-32.5548,78.5943,22.3797
52,31,-37.8391,76.7301,24.0499
52,32,-43.1473,74.7334,25.6988
52,33,-48.4897,72.5700,27.3130
52,34,-53.8692,70.2037,28.8792
52,35,-59.2818,67.5979,30.3837
52,36,-64.7174,64.7174,31.8122
52,37,-70.1606,61.5292,33.1488
52,38,-75.5914,58.0033,34.3753
52,39,-80.9857,54.1129,35.4707
52,40,-86.3141,49.8335,36.4103
52,41,-91.5410,45.1430,37.1660
52,42,-96.6217,40.0220,37.7073
52,43,-101.5008,34.4549,38.0025
52,44,-106.1097,28.4320,38.0212
52,45,-110.3662,21.9532,37.7371
52,46,-114.1766,15.0316,37.1308
52,47,-117.4386,7.6973,36.1923
52,48,-120.0473,0.0000,34.9233
52,49,-121.9015,-7.9898,33.3383
52,50,-122.9107,-16.1815,31.4649
52,51,-123.0022,-24.4667,29.3435
52,52,-122.1262,-32.7236,27.0256
52,53,-120.2603,-40.8229,24.5716
52,54,-117.4115,-48.6334,22.0483
52,55,-113.6173,-56.0299,19.5261
52,56,-108.9436,-62.8986,17.0748
52,57,-103.4818,-69.1443,14.7615
52,58,-97.3436,-74.6944,12.6465
52,59,-90.6545,-79.5018,10.7808
52,60,-83.5465,-83.5465,9.2043
52,61,-76.1511,-86.8337,7.9443
52,62,-68.5923,-89.3912,7.0152
52,63,-60.9812,-91.2649,6.4192
52,64,-53.4129,-92.5139,6.1476
52,65,-45.9639,-93.2055,6.1829
52,66,-38.6922,-93.4113,6.5011
52,67,-31.6380,-93.2027,7.0738
52,68,-24.8252,-92.6491,7.8706
52,69,-18.2632,-91.8154,8.8610
52,70,-11.9489,-90.7605,10.0154
52,71,-5.8685,-89.5362,11.3065
52,72,-0.0000,-88.1856,12.7096
52,73,5.6854,-86.7424,14.2023
52,74,11.2208,-85.2303,15.7649
52,75,16.6414,-83.6620,17.3797
52,76,21.9825,-82.0398,19.0304
52,77,27.2772,-80.3562,20.7019
52,78,32.5548,-78.5943,22.3797
52,79,37.8391,-76.7301,24.0499
52,80,43.1473,-74.7334,25.6988
52,81,48.4897,-72.5700,27.3130
52,82,53.8692,-70.2037,28.8792
52,83,59.2818,-67.5979,30.3837
52,84,64.7174,-64.7174,31.8122
52,85,70.1606,-61.5292,33.1488
52,86,75.5914,-58.0033,34.3753
52,87,80.9857,-54.1129,35.4707
52,88,86.3141,-49.8335,36.4103
52,89,91.5410,-45.1430,37.1660
52,90,96.6217,-40.0220,37.7073
52,91,101.5008,-34.4549,38.0025
52,92,106.1097,-28.4320,38.0212
52,93,110.3662,-21.9532,37.7371
52,94,114.1766,-15.0316,37.1308
52,95,117.4386,-7.6973,36.1923
53,0,121.7296,0.0000,33.1516
53,1,123.3862,8.0872,31.6064
53,2,124.1999,16.3512,29.8067
53,3,124.1085,24.6867,27.7927
53,4,123.0719,32.9770,25.6137
53,5,121.0758,41.0997,23.3255
53,6,118.1327,48.9322,20.9884
53,7,114.2818,56.3576,18.6645
53,8,109.5876,63.2704,16.4153
53,9,104.1363,69.5817,14.2987
53,10,98.0322,75.2227,12.3670
53,11,91.3914,80.1481,10.6649
53,12,84.3365,84.3365,9.2275
53,13,76.9897,87.7899,8.0797
53,14,69.4672,90.5315,7.2352
53,15,61.8745,92.6017,6.6974
53,16,54.3022,94.0541,6.4601
53,17,46.8244,94.9505,6.5090
53,18,39.4981,95.3568,6.8236
53,19,32.3635,95.3397,7.3793
53,20,25.4454,94.9636,8.1489
53,21,18.7552,94.2890,9.1046
53,22,12.2925,93.3707,10.2191
53,23,6.0469,92.2573,11.4662
53,24,0.0000,90.9898,12.8219
53,25,-5.8727,89.6007,14.2643
53,26,-11.6004,88.1138,15.7732
53,27,-17.2145,86.5432,17.3306
53,28,-22.7472,84.8936,18.9196
53,29,-28.2291,83.1602,20.5247
53,30,-33.6879,81.3297,22.1309
53,31,-39.1464,79.3810,23.7240
53,32,-44.6215,77.2868,25.2902
53,33,-50.1233,75.0148,26.8160
53,34,-55.6542,72.5299,28.2881
53,35,-61.2094,69.7959,29.6930
53,36,-66.7770,66.7770,31.0167
53,37,-72.3391,63.4397,32.2442
53,38,-77.8720,59.7533,33.3585
53,39,-83.3471,55.6908,34.3398
53,40,-88.7305,51.2286,35.1656
53,41,-93.9822,46.3469,35.8102
53,42,-99.0541,41.0296,36.2458
53,43,-103.8884,35.2654,36.4441
53,44,-108.4160,29.0500,36.3784
53,45,-112.5567,22.3889,36.0265
53,46,-116.2203,15.3007,35.3733
53,47,-119.3103,7.8200,34.4131
53,48,-121.7296,0.0000,33.1516
53,49,-123.3862,-8.0872,31.6064
53,50,-124.1999,-16.3512,29.8067
53,51,-124.1085,-24.6867,27.7927
53,52,-123.0719,-32.9770,25.6137
53,53,-121.0758,-41.0997,23.3255
53,54,-118.1327,-48.9322,20.9884
53,55,-114.2818,-56.3576,18.6645
53,56,-109.5876,-63.2704,16.4153
53,57,-104.1363,-69.5817,14.2987
53,58,-98.0322,-75.2227,12.3670
53,59,-91.3914,-80.1481,10.6649
53,60,-84.3365,-84.3365,9.2275
53,61,-76.9897,-87.7899,8.0797
53,62,-69.4672,-90.5315,7.2352
53,63,-61.8745,-92.6017,6.6974
53,64,-54.3022,-94.0541,6.4601
53,65,-46.8244,-94.9505,6.5090
53,66,-39.4981,-95.3568,6.8236
53,67,-32.3635,-95.3397,7.3793
53,68,-25.4454,-94.9636,8.1489
53,69,-18.7552,-94.2890,9.1046
53,70,-12.2925,-93.3707,10.2191
53,71,-6.0469,-92.2573,11.4662
53,72,-0.0000,-90.9898,12.8219
53,73,5.8727,-89.6007,14.2643
53,74,11.6004,-88.1138,15.7732
53,75,17.2145,-86.5432,17.3306
53,76,22.7472,-84.8936,18.9196
53,77,28.2291,-83.1602,20.5247
53,78,33.6879,-81.3297,22.1309
53,79,39.1464,-79.3810,23.7240
53,80,44.6215,-77.2868,25.2902
53,81,50.1233,-75.0148,26.8160
53,82,55.6542,-72.5299,28.2881
53,83,61.2094,-69.7959,29.6930
53,84,66.7770,-66.7770,31.0167
53,85,72.3391,-63.4397,32.2442
53,86,77.8720,-59.7533,33.3585
53,87,83.3471,-55.6908,34.3398
53,88,88.7305,-51.2286,35.1656
53,89,93.9822,-46.3469,35.8102
53,90,99.0541,-41.0296,36.2458
53,91,103.8884,-35.2654,36.4441
53,92,108.4160,-29.0500,36.3784
53,93,112.5567,-22.3889,36.0265
53,94,116.2203,-15.3007,35.3733
53,95,119.3103,-7.8200,34.4131
54,0,123.4373,0.0000,31.0119
54,1,124.8878,8.1856,29.5016
54,2,125.4963,16.5219,27.7704
54,3,125.2107,24.9060,25.8583
54,4,124.0008,33.2259,23.8124
54,5,121.8600,41.3659,21.6849
54,6,118.8068,49.2114,19.5305
54,7,114.8832,56.6541,17.4042
54,8,110.1529,63.5968,15.3594
54,9,104.6986,69.9574,13.4458
54,10,98.6179,75.6722,11.7080
54,11,92.0185,80.6981,10.1840
54,12,85.0137,85.0137,8.9035
54,13,77.7167,88.6189,7.8879
54,14,70.2356,91.5328,7.1495
54,15,62.6691,93.7909,6.6915
54,16,55.1029,95.4411,6.5092
54,17,47.6080,96.5395,6.5904
54,18,40.2396,97.1469,6.9178
54,19,33.0372,97.3245,7.4698
54,20,26.0265,97.1321,8.2223
54,21,19.2200,96.6254,9.1503
54,22,12.6196,95.8555,10.2286
54,23,6.2179,94.8671,11.4331
54,24,0.0000,93.6987,12.7407
54,25,-6.0550,92.3811,14.1302
54,26,-11.9721,90.9374,15.5819
54,27,-17.7792,89.3821,17.0774
54,28,-23.5049,87.7215,18.5999
54,29,-29.1771,85.9531,20.1333
54,30,-34.8214,84.0663,21.6625
54,31,-40.4592,82.0431,23.1729
54,32,-46.1065,79.8588,24.6503
54,33,-51.7727,77.4833,26.0811
54,34,-57.4599,74.8832,27.4518
54,35,-63.1622,72.0227,28.7489
54,36,-68.8662,68.8662,29.9590
54,37,-74.5511,65.3795,31.0676
54,38,-80.1899,61.5318,32.0590
54,39,-85.7495,57.2960,32.9151
54,40,-91.1913,52.6493,33.6155
54,41,-96.4704,47.5739,34.1376
54,42,-101.5349,42.0571,34.4568
54,43,-106.3245,36.0923,34.5484
54,44,-110.7695,29.6806,34.3899
54,45,-114.7910,22.8334,33.9632
54,46,-118.3029,15.5749,33.2573
54,47,-121.2148,7.9448,32.2705
54,48,-123.4373,0.0000,31.0119
54,49,-124.8878,-8.1856,29.5016
54,50,-125.4963,-16.5219,27.7704
54,51,-125.2107,-24.9060,25.8583
54,52,-124.0008,-33.2259,23.8124
54,53,-121.8600,-41.3659,21.6849
54,54,-118.8068,-49.2114,19.5305
54,55,-114.8832,-56.6541,17.4042
54,56,-110.1529,-63.5968,15.3594
54,57,-104.6986,-69.9574,13.4458
54,58,-98.6179,-75.6722,11.7080
54,59,-92.0185,-80.6981,10.1840
54,60,-85.0137,-85.0137,8.9035
54,61,-77.7167,-88.6189,7.8879
54,62,-70.2356,-91.5328,7.1495
54,63,-62.6691,-93.7909,6.6915
54,64,-55.1029,-95.4411,6.5092
54,65,-47.6080,-96.5395,6.5904
54,66,-40.2396,-97.1469,6.9178
54,67,-33.0372,-97.3245,7.4698
54,68,-26.0265,-97.1321,8.2223
54,69,-19.2200,-96.6254,9.1503
54,70,-12.6196,-95.8555,10.2286
54,71,-6.2179,-94.8671,11.4331
54,72,-0.0000,-93.6987,12.7407
54,73,6.0550,-92.3811,14.1302
54,74,11.9721,-90.9374,15.5819
54,75,17.7792,-89.3821,17.0774
54,76,23.5049,-87.7215,18.5999
54,77,29.1771,-85.9531,20.1333
54,78,34.8214,-84.0663,21.6625
54,79,40.4592,-82.0431,23.1729
54,80,46.1065,-79.8588,24.6503
54,81,51.7727,-77.4833,26.0811
54,82,57.4599,-74.8832,27.4518
54,83,63.1622,-72.0227,28.7489
54,84,68.8662,-68.8662,29.9590
54,85,74.5511,-65.3795,31.0676
54,86,80.1899,-61.5318,32.0590
54,87,85.7495,-57.2960,32.9151
54,88,91.1913,-52.6493,33.6155
54,89,96.4704,-47.5739,34.1376
54,90,101.5349,-42.0571,34.4568
54,91,106.3245,-36.0923,34.5484
54,92,110.7695,-29.6806,34.3899
54,93,114.7910,-22.8334,33.9632
54,94,118.3029,-15.5749,33.2573
54,95,121.2148,-7.9448,32.2705
55,0,125.1088,0.0000,28.5481
55,1,126.3495,8.2814,27.0704
55,2,126.7487,16.6868,25.4041
55,3,126.2642,25.1155,23.5887
55,4,124.8748,33.4601,21.6696
55,5,122.5818,41.6109,19.6955
55,6,119.4093,49.4610,17.7165
55,7,115.4025,56.9102,15.7815
55,8,110.6253,63.8696,13.9370
55,9,105.1577,70.2641,12.2253
55,10,99.0917,76.0357,10.6839
55,11,92.5278,81.1447,9.3440
55,12,85.5705,85.5705,8.2302
55,13,78.3242,89.3116,7.3598
55,14,70.8888,92.3840,6.7425
55,15,63.3558,94.8186,6.3808
55,16,55.8055,96.6580,6.2701
55,17,48.3050,97.9528,6.4000
55,18,40.9069,98.7581,6.7551
55,19,33.6501,99.1299,7.3164
55,20,26.5600,99.1231,8.0626
55,21,19.6504,98.7890,8.9712
55,22,12.9249,98.1745,10.0193
55,23,6.3787,97.3208,11.1846
55,24,0.0000,96.2633,12.4458
55,25,-6.2287,95.0309,13.7825
55,26,-12.3286,93.6452,15.1755
55,27,-18.3240,92.1209,16.6071
55,28,-24.2399,90.4647,18.0603
55,29,-30.1014,88.6758,19.5189
55,30,-35.9314,86.7460,20.9676
55,31,-41.7495,84.6596,22.3914
55,32,-47.5705,82.3945,23.7759
55,33,-53.4028,79.9229,25.1071
55,34,-59.2476,77.2129,26.3712
55,35,-65.0979,74.2299,27.5550
55,36,-70.9386,70.9386,28.6450
55,37,-76.7465,67.3049,29.6277
55,38,-82.4910,63.2976,30.4885
55,39,-88.1349,58.8898,31.2112
55,40,-93.6346,54.0599,31.7782
55,41,-98.9405,48.7920,32.1697
55,42,-103.9966,43.0768,32.3650
55,43,-108.7399,36.9122,32.3437
55,44,-113.0999,30.3050,32.0873
55,45,-116.9995,23.2726,31.5821
55,46,-120.3565,15.8452,30.8209
55,47,-123.0867,8.0675,29.8056
55,48,-125.1088,0.0000,28.5481
55,49,-126.3495,-8.2814,27.0704
55,50,-126.7487,-16.6868,25.4041
55,51,-126.2642,-25.1155,23.5887
55,52,-124.8748,-33.4601,21.6696
55,53,-122.5818,-41.6109,19.6955
55,54,-119.4093,-49.4610,17.7165
55,55,-115.4025,-56.9102,15.7815
55,56,-110.6253,-63.8696,13.9370
55,57,-105.1577,-70.2641,12.2253
55,58,-99.0917,-76.0357,10.6839
55,59,-92.5278,-81.1447,9.3440
55,60,-85.5705,-85.5705,8.2302
55,61,-78.3242,-89.3116,7.3598
55,62,-70.8888,-92.3840,6.7425
55,63,-63.3558,-94.8186,6.3808
55,64,-55.8055,-96.6580,6.2701
55,65,-48.3050,-97.9528,6.4000
55,66,-40.9069,-98.7581,6.7551
55,67,-33.6501,-99.1299,7.3164
55,68,-26.5600,-99.1231,8.0626
55,69,-19.6504,-98.7890,8.9712
55,70,-12.9249,-98.1745,10.0193
55,71,-6.3787,-97.3208,11.1846
55,72,-0.0000,-96.2633,12.4458
55,73,6.2287,-95.0309,13.7825
55,74,12.3286,-93.6452,15.1755
55,75,18.3240,-92.1209,16.6071
55,76,24.2399,-90.4647,18.0603
55,77,30.1014,-88.6758,19.5189
55,78,35.9314,-86.7460,20.9676
55,79,41.7495,-84.6596,22.3914
55,80,47.5705,-82.3945,23.7759
55,81,53.4028,-79.9229,25.1071
55,82,59.2476,-77.2129,26.3712
55,83,65.0979,-74.2299,27.5550
55,84,70.9386,-70.9386,28.6450
55,85,76.7465,-67.3049,29.6277
55,86,82.4910,-63.2976,30.4885
55,87,88.1349,-58.8898,31.2112
55,88,93.6346,-54.0599,31.7782
55,89,98.9405,-48.7920,32.1697
55,90,103.9966,-43.0768,32.3650
55,91,108.7399,-36.9122,32.3437
55,92,113.0999,-30.3050,32.0873
55,93,116.9995,-23.2726,31.5821
55,94,120.3565,-15.8452,30.8209
55,95,123.0867,-8.0675,29.8056
