phi_deg,phi_idx,layer,theta_idx,R_cm,Z_cm
0.000,0,LCFS,0,132.9043,0.0000
0.000,0,LCFS,1,132.8103,-3.3105
0.000,0,LCFS,2,132.5265,-6.6247
0.000,0,LCFS,3,132.0483,-9.9414
0.000,0,LCFS,4,131.3703,-13.2506
0.000,0,LCFS,5,130.4891,-16.5310
0.000,0,LCFS,6,129.4064,-19.7490
0.000,0,LCFS,7,128.1326,-22.8602
0.000,0,LCFS,8,126.6890,-25.8121
0.000,0,LCFS,9,125.1088,-28.5481
0.000,0,LCFS,10,123.4373,-31.0119
0.000,0,LCFS,11,121.7296,-33.1516
0.000,0,LCFS,12,120.0473,-34.9233
0.000,0,LCFS,13,118.4540,-36.2929
0.000,0,LCFS,14,117.0102,-37.2376
0.000,0,LCFS,15,115.7680,-37.7455
0.000,0,LCFS,16,114.7671,-37.8149
0.000,0,LCFS,17,114.0312,-37.4531
0.000,0,LCFS,18,113.5671,-36.6752
0.000,0,LCFS,19,113.3645,-35.5025
0.000,0,LCFS,20,113.3983,-33.9621
0.000,0,LCFS,21,113.6319,-32.0861
0.000,0,LCFS,22,114.0211,-29.9105
0.000,0,LCFS,23,114.5188,-27.4749
0.000,0,LCFS,24,115.0783,-24.8206
0.000,0,LCFS,25,115.6572,-21.9894
0.000,0,LCFS,26,116.2187,-19.0216
0.000,0,LCFS,27,116.7334,-15.9540
0.000,0,LCFS,28,117.1786,-12.8182
0.000,0,LCFS,29,117.5383,-9.6394
0.000,0,LCFS,30,117.8016,-6.4361
0.000,0,LCFS,31,117.9619,-3.2205
0.000,0,LCFS,32,118.0157,-0.0000
0.000,0,LCFS,33,117.9619,3.2205
0.000,0,LCFS,34,117.8016,6.4361
0.000,0,LCFS,35,117.5383,9.6394
0.000,0,LCFS,36,117.1786,12.8182
0.000,0,LCFS,37,116.7334,15.9540
0.000,0,LCFS,38,116.2187,19.0216
0.000,0,LCFS,39,115.6572,21.9894
0.000,0,LCFS,40,115.0783,24.8206
0.000,0,LCFS,41,114.5188,27.4749
0.000,0,LCFS,42,114.0211,29.9105
0.000,0,LCFS,43,113.6319,32.0861
0.000,0,LCFS,44,113.3983,33.9621
0.000,0,LCFS,45,113.3645,35.5025
0.000,0,LCFS,46,113.5671,36.6752
0.000,0,LCFS,47,114.0312,37.4531
0.000,0,LCFS,48,114.7671,37.8149
0.000,0,LCFS,49,115.7680,37.7455
0.000,0,LCFS,50,117.0102,37.2376
0.000,0,LCFS,51,118.4540,36.2929
0.000,0,LCFS,52,120.0473,34.9233
0.000,0,LCFS,53,121.7296,33.1516
0.000,0,LCFS,54,123.4373,31.0119
0.000,0,LCFS,55,125.1088,28.5481
0.000,0,LCFS,56,126.6890,25.8121
0.000,0,LCFS,57,128.1326,22.8602
0.000,0,LCFS,58,129.4064,19.7490
0.000,0,LCFS,59,130.4891,16.5310
0.000,0,LCFS,60,131.3703,13.2506
0.000,0,LCFS,61,132.0483,9.9414
0.000,0,LCFS,62,132.5265,6.6247
0.000,0,LCFS,63,132.8103,3.3105
0.000,0,plasma_edge,0,137.9043,0.0000
0.000,0,plasma_edge,1,137.8022,-3.5952
0.000,0,plasma_edge,2,137.4938,-7.1955
0.000,0,plasma_edge,3,136.9739,-10.8008
0.000,0,plasma_edge,4,136.2360,-14.4019
0.000,0,plasma_edge,5,135.2753,-17.9775
0.000,0,plasma_edge,6,134.0922,-21.4936
0.000,0,plasma_edge,7,132.6953,-24.9052
0.000,0,plasma_edge,8,131.1039,-28.1592
0.000,0,plasma_edge,9,129.3482,-31.1992
0.000,0,plasma_edge,10,127.4680,-33.9706
0.000,0,plasma_edge,11,125.5080,-36.4264
0.000,0,plasma_edge,12,123.5081,-38.5320
0.000,0,plasma_edge,13,121.4845,-40.2699
0.000,0,plasma_edge,14,119.3886,-41.6356
0.000,0,plasma_edge,15,117.0143,-42.5877
0.000,0,plasma_edge,16,113.9372,-42.7455
0.000,0,plasma_edge,17,110.5879,-41.0786
0.000,0,plasma_edge,18,108.8358,-38.2923
0.000,0,plasma_edge,19,108.3741,-35.8130
0.000,0,plasma_edge,20,108.4135,-33.5719
0.000,0,plasma_edge,21,108.6899,-31.3263
0.000,0,plasma_edge,22,109.1111,-28.9661
0.000,0,plasma_edge,23,109.6233,-26.4581
0.000,0,plasma_edge,24,110.1827,-23.8046
0.000,0,plasma_edge,25,110.7511,-21.0246
0.000,0,plasma_edge,26,111.2964,-18.1439
0.000,0,plasma_edge,27,111.7922,-15.1895
0.000,0,plasma_edge,28,112.2187,-12.1860
0.000,0,plasma_edge,29,112.5619,-9.1537
0.000,0,plasma_edge,30,112.8124,-6.1068
0.000,0,plasma_edge,31,112.9647,-3.0542
0.000,0,plasma_edge,32,113.0157,-0.0000
0.000,0,plasma_edge,33,112.9647,3.0542
0.000,0,plasma_edge,34,112.8124,6.1068
0.000,0,plasma_edge,35,112.5619,9.1537
0.000,0,plasma_edge,36,112.2187,12.1860
0.000,0,plasma_edge,37,111.7922,15.1895
0.000,0,plasma_edge,38,111.2964,18.1439
0.000,0,plasma_edge,39,110.7511,21.0246
0.000,0,plasma_edge,40,110.1827,23.8046
0.000,0,plasma_edge,41,109.6233,26.4581
0.000,0,plasma_edge,42,109.1111,28.9661
0.000,0,plasma_edge,43,108.6899,31.3263
0.000,0,plasma_edge,44,108.4135,33.5719
0.000,0,plasma_edge,45,108.3741,35.8130
0.000,0,plasma_edge,46,108.8358,38.2923
0.000,0,plasma_edge,47,110.5879,41.0786
0.000,0,plasma_edge,48,113.9372,42.7455
0.000,0,plasma_edge,49,117.0143,42.5877
0.000,0,plasma_edge,50,119.3886,41.6356
0.000,0,plasma_edge,51,121.4845,40.2699
0.000,0,plasma_edge,52,123.5081,38.5320
0.000,0,plasma_edge,53,125.5080,36.4264
0.000,0,plasma_edge,54,127.4680,33.9706
0.000,0,plasma_edge,55,129.3482,31.1992
0.000,0,plasma_edge,56,131.1039,28.1592
0.000,0,plasma_edge,57,132.6953,24.9052
0.000,0,plasma_edge,58,134.0922,21.4936
0.000,0,plasma_edge,59,135.2753,17.9775
0.000,0,plasma_edge,60,136.2360,14.4019
0.000,0,plasma_edge,61,136.9739,10.8008
0.000,0,plasma_edge,62,137.4938,7.1955
0.000,0,plasma_edge,63,137.8022,3.5952
0.000,0,W_outer,0,138.1043,0.0000
0.000,0,W_outer,1,138.0019,-3.6066
0.000,0,W_outer,2,137.6925,-7.2183
0.000,0,W_outer,3,137.1709,-10.8352
0.000,0,W_outer,4,136.4306,-14.4480
0.000,0,W_outer,5,135.4667,-18.0353
0.000,0,W_outer,6,134.2796,-21.5634
0.000,0,W_outer,7,132.8779,-24.9870
0.000,0,W_outer,8,131.2805,-28.2531
0.000,0,W_outer,9,129.5177,-31.3052
0.000,0,W_outer,10,127.6292,-34.0889
0.000,0,W_outer,11,125.6591,-36.5574
0.000,0,W_outer,12,123.6465,-38.6764
0.000,0,W_outer,13,121.6057,-40.4289
0.000,0,W_outer,14,119.4838,-41.8116
0.000,0,W_outer,15,117.0641,-42.7813
0.000,0,W_outer,16,113.9040,-42.9428
0.000,0,W_outer,17,110.4502,-41.2236
0.000,0,W_outer,18,108.6466,-38.3570
0.000,0,W_outer,19,108.1745,-35.8254
0.000,0,W_outer,20,108.2141,-33.5563
0.000,0,W_outer,21,108.4922,-31.2959
0.000,0,W_outer,22,108.9147,-28.9284
0.000,0,W_outer,23,109.4275,-26.4174
0.000,0,W_outer,24,109.9868,-23.7640
0.000,0,W_outer,25,110.5549,-20.9861
0.000,0,W_outer,26,111.0995,-18.1088
0.000,0,W_outer,27,111.5945,-15.1589
0.000,0,W_outer,28,112.0203,-12.1607
0.000,0,W_outer,29,112.3629,-9.1342
0.000,0,W_outer,30,112.6129,-6.0937
0.000,0,W_outer,31,112.7648,-3.0476
0.000,0,W_outer,32,112.8157,-0.0000
0.000,0,W_outer,33,112.7648,3.0476
0.000,0,W_outer,34,112.6129,6.0937
0.000,0,W_outer,35,112.3629,9.1342
0.000,0,W_outer,36,112.0203,12.1607
0.000,0,W_outer,37,111.5945,15.1589
0.000,0,W_outer,38,111.0995,18.1088
0.000,0,W_outer,39,110.5549,20.9861
0.000,0,W_outer,40,109.9868,23.7640
0.000,0,W_outer,41,109.4275,26.4174
0.000,0,W_outer,42,108.9147,28.9284
0.000,0,W_outer,43,108.4922,31.2959
0.000,0,W_outer,44,108.2141,33.5563
0.000,0,W_outer,45,108.1745,35.8254
0.000,0,W_outer,46,108.6466,38.3570
0.000,0,W_outer,47,110.4502,41.2236
0.000,0,W_outer,48,113.9040,42.9428
0.000,0,W_outer,49,117.0641,42.7813
0.000,0,W_outer,50,119.4838,41.8116
0.000,0,W_outer,51,121.6057,40.4289
0.000,0,W_outer,52,123.6465,38.6764
0.000,0,W_outer,53,125.6591,36.5574
0.000,0,W_outer,54,127.6292,34.0889
0.000,0,W_outer,55,129.5177,31.3052
0.000,0,W_outer,56,131.2805,28.2531
0.000,0,W_outer,57,132.8779,24.9870
0.000,0,W_outer,58,134.2796,21.5634
0.000,0,W_outer,59,135.4667,18.0353
0.000,0,W_outer,60,136.4306,14.4480
0.000,0,W_outer,61,137.1709,10.8352
0.000,0,W_outer,62,137.6925,7.2183
0.000,0,W_outer,63,138.0019,3.6066
0.000,0,steel_outer,0,141.9043,0.0000
0.000,0,steel_outer,1,141.7957,-3.8230
0.000,0,steel_outer,2,141.4676,-7.6521
0.000,0,steel_outer,3,140.9143,-11.4884
0.000,0,steel_outer,4,140.1285,-15.3230
0.000,0,steel_outer,5,139.1042,-19.1346
0.000,0,steel_outer,6,137.8408,-22.8892
0.000,0,steel_outer,7,136.3455,-26.5411
0.000,0,steel_outer,8,134.6358,-30.0368
0.000,0,steel_outer,9,132.7396,-33.3200
0.000,0,steel_outer,10,130.6925,-36.3376
0.000,0,steel_outer,11,128.5307,-39.0462
0.000,0,steel_outer,12,126.2767,-41.4190
0.000,0,steel_outer,13,123.9089,-43.4514
0.000,0,steel_outer,14,121.2914,-45.1541
0.000,0,steel_outer,15,118.0113,-46.4614
0.000,0,steel_outer,16,113.2733,-46.6901
0.000,0,steel_outer,17,107.8333,-43.9789
0.000,0,steel_outer,18,105.0508,-39.5861
0.000,0,steel_outer,19,104.3818,-36.0614
0.000,0,steel_outer,20,104.4257,-33.2598
0.000,0,steel_outer,21,104.7364,-30.7185
0.000,0,steel_outer,22,105.1831,-28.2106
0.000,0,steel_outer,23,105.7069,-25.6446
0.000,0,steel_outer,24,106.2661,-22.9918
0.000,0,steel_outer,25,106.8263,-20.2528
0.000,0,steel_outer,26,107.3585,-17.4417
0.000,0,steel_outer,27,107.8392,-14.5778
0.000,0,steel_outer,28,108.2508,-11.6802
0.000,0,steel_outer,29,108.5808,-8.7650
0.000,0,steel_outer,30,108.8211,-5.8434
0.000,0,steel_outer,31,108.9669,-2.9212
0.000,0,steel_outer,32,109.0157,-0.0000
0.000,0,steel_outer,33,108.9669,2.9212
0.000,0,steel_outer,34,108.8211,5.8434
0.000,0,steel_outer,35,108.5808,8.7650
0.000,0,steel_outer,36,108.2508,11.6802
0.000,0,steel_outer,37,107.8392,14.5778
0.000,0,steel_outer,38,107.3585,17.4417
0.000,0,steel_outer,39,106.8263,20.2528
0.000,0,steel_outer,40,106.2661,22.9918
0.000,0,steel_outer,41,105.7069,25.6446
0.000,0,steel_outer,42,105.1831,28.2106
0.000,0,steel_outer,43,104.7364,30.7185
0.000,0,steel_outer,44,104.4257,33.2598
0.000,0,steel_outer,45,104.3818,36.0614
0.000,0,steel_outer,46,105.0508,39.5861
0.000,0,steel_outer,47,107.8333,43.9789
0.000,0,steel_outer,48,113.2733,46.6901
0.000,0,steel_outer,49,118.0113,46.4614
0.000,0,steel_outer,50,121.2914,45.1541
0.000,0,steel_outer,51,123.9089,43.4514
0.000,0,steel_outer,52,126.2767,41.4190
0.000,0,steel_outer,53,128.5307,39.0462
0.000,0,steel_outer,54,130.6925,36.3376
0.000,0,steel_outer,55,132.7396,33.3200
0.000,0,steel_outer,56,134.6358,30.0368
0.000,0,steel_outer,57,136.3455,26.5411
0.000,0,steel_outer,58,137.8408,22.8892
0.000,0,steel_outer,59,139.1042,19.1346
0.000,0,steel_outer,60,140.1285,15.3230
0.000,0,steel_outer,61,140.9143,11.4884
0.000,0,steel_outer,62,141.4676,7.6521
0.000,0,steel_outer,63,141.7957,3.8230
0.000,0,Be_outer,0,143.9043,0.0000
0.000,0,Be_outer,1,143.7924,-3.9368
0.000,0,Be_outer,2,143.4546,-7.8804
0.000,0,Be_outer,3,142.8846,-11.8322
0.000,0,Be_outer,4,142.0747,-15.7835
0.000,0,Be_outer,5,141.0187,-19.7132
0.000,0,Be_outer,6,139.7151,-23.5870
0.000,0,Be_outer,7,138.1706,-27.3591
0.000,0,Be_outer,8,136.4018,-30.9756
0.000,0,Be_outer,9,134.4354,-34.3804
0.000,0,Be_outer,10,132.3048,-37.5210
0.000,0,Be_outer,11,130.0420,-40.3561
0.000,0,Be_outer,12,127.6610,-42.8625
0.000,0,Be_outer,13,125.1210,-45.0422
0.000,0,Be_outer,14,122.2428,-46.9133
0.000,0,Be_outer,15,118.5098,-48.3983
0.000,0,Be_outer,16,112.9414,-48.6623
0.000,0,Be_outer,17,106.4560,-45.4291
0.000,0,Be_outer,18,103.1583,-40.2330
0.000,0,Be_outer,19,102.3857,-36.1856
0.000,0,Be_outer,20,102.4318,-33.1038
0.000,0,Be_outer,21,102.7596,-30.4147
0.000,0,Be_outer,22,103.2191,-27.8328
0.000,0,Be_outer,23,103.7487,-25.2379
0.000,0,Be_outer,24,104.3078,-22.5854
0.000,0,Be_outer,25,104.8639,-19.8669
0.000,0,Be_outer,26,105.3895,-17.0907
0.000,0,Be_outer,27,105.8627,-14.2720
0.000,0,Be_outer,28,106.2669,-11.4273
0.000,0,Be_outer,29,106.5903,-8.5707
0.000,0,Be_outer,30,106.8255,-5.7117
0.000,0,Be_outer,31,106.9680,-2.8547
0.000,0,Be_outer,32,107.0157,-0.0000
0.000,0,Be_outer,33,106.9680,2.8547
0.000,0,Be_outer,34,106.8255,5.7117
0.000,0,Be_outer,35,106.5903,8.5707
0.000,0,Be_outer,36,106.2669,11.4273
0.000,0,Be_outer,37,105.8627,14.2720
0.000,0,Be_outer,38,105.3895,17.0907
0.000,0,Be_outer,39,104.8639,19.8669
0.000,0,Be_outer,40,104.3078,22.5854
0.000,0,Be_outer,41,103.7487,25.2379
0.000,0,Be_outer,42,103.2191,27.8328
0.000,0,Be_outer,43,102.7596,30.4147
0.000,0,Be_outer,44,102.4318,33.1038
0.000,0,Be_outer,45,102.3857,36.1856
0.000,0,Be_outer,46,103.1583,40.2330
0.000,0,Be_outer,47,106.4560,45.4291
0.000,0,Be_outer,48,112.9414,48.6623
0.000,0,Be_outer,49,118.5098,48.3983
0.000,0,Be_outer,50,122.2428,46.9133
0.000,0,Be_outer,51,125.1210,45.0422
0.000,0,Be_outer,52,127.6610,42.8625
0.000,0,Be_outer,53,130.0420,40.3561
0.000,0,Be_outer,54,132.3048,37.5210
0.000,0,Be_outer,55,134.4354,34.3804
0.000,0,Be_outer,56,136.4018,30.9756
0.000,0,Be_outer,57,138.1706,27.3591
0.000,0,Be_outer,58,139.7151,23.5870
0.000,0,Be_outer,59,141.0187,19.7132
0.000,0,Be_outer,60,142.0747,15.7835
0.000,0,Be_outer,61,142.8846,11.8322
0.000,0,Be_outer,62,143.4546,7.8804
0.000,0,Be_outer,63,143.7924,3.9368
0.000,0,FLiBe_outer,0,193.9043,0.0000
0.000,0,FLiBe_outer,1,193.7113,-6.7839
0.000,0,FLiBe_outer,2,193.1277,-13.5886
0.000,0,FLiBe_outer,3,192.1404,-20.4268
0.000,0,FLiBe_outer,4,190.7312,-27.2965
0.000,0,FLiBe_outer,5,188.8808,-34.1778
0.000,0,FLiBe_outer,6,186.5729,-41.0326
0.000,0,FLiBe_outer,7,183.7976,-47.8085
0.000,0,FLiBe_outer,8,180.5508,-54.4462
0.000,0,FLiBe_outer,9,176.8287,-60.8909
0.000,0,FLiBe_outer,10,172.6112,-67.1080
0.000,0,FLiBe_outer,11,167.8258,-73.1034
0.000,0,FLiBe_outer,12,162.2686,-78.9501
0.000,0,FLiBe_outer,13,155.4256,-84.8120
0.000,0,FLiBe_outer,14,146.0271,-90.8941
0.000,0,FLiBe_outer,15,130.9722,-96.8203
0.000,0,FLiBe_outer,16,104.6428,-97.9688
0.000,0,FLiBe_outer,17,72.0231,-81.6834
0.000,0,FLiBe_outer,18,55.8458,-56.4047
0.000,0,FLiBe_outer,19,52.4822,-39.2907
0.000,0,FLiBe_outer,20,52.5843,-29.2023
0.000,0,FLiBe_outer,21,53.3402,-22.8173
0.000,0,FLiBe_outer,22,54.1191,-18.3888
0.000,0,FLiBe_outer,23,54.7935,-15.0695
0.000,0,FLiBe_outer,24,55.3510,-12.4255
0.000,0,FLiBe_outer,25,55.8035,-10.2192
0.000,0,FLiBe_outer,26,56.1659,-8.3136
0.000,0,FLiBe_outer,27,56.4507,-6.6264
0.000,0,FLiBe_outer,28,56.6682,-5.1052
0.000,0,FLiBe_outer,29,56.8268,-3.7130
0.000,0,FLiBe_outer,30,56.9340,-2.4188
0.000,0,FLiBe_outer,31,56.9956,-1.1920
0.000,0,FLiBe_outer,32,57.0157,-0.0000
0.000,0,FLiBe_outer,33,56.9956,1.1920
0.000,0,FLiBe_outer,34,56.9340,2.4188
0.000,0,FLiBe_outer,35,56.8268,3.7130
0.000,0,FLiBe_outer,36,56.6682,5.1052
0.000,0,FLiBe_outer,37,56.4507,6.6264
0.000,0,FLiBe_outer,38,56.1659,8.3136
0.000,0,FLiBe_outer,39,55.8035,10.2192
0.000,0,FLiBe_outer,40,55.3510,12.4255
0.000,0,FLiBe_outer,41,54.7935,15.0695
0.000,0,FLiBe_outer,42,54.1191,18.3888
0.000,0,FLiBe_outer,43,53.3402,22.8173
0.000,0,FLiBe_outer,44,52.5843,29.2023
0.000,0,FLiBe_outer,45,52.4822,39.2907
0.000,0,FLiBe_outer,46,55.8458,56.4047
0.000,0,FLiBe_outer,47,72.0231,81.6834
0.000,0,FLiBe_outer,48,104.6428,97.9688
0.000,0,FLiBe_outer,49,130.9722,96.8203
0.000,0,FLiBe_outer,50,146.0271,90.8941
0.000,0,FLiBe_outer,51,155.4256,84.8120
0.000,0,FLiBe_outer,52,162.2686,78.9501
0.000,0,FLiBe_outer,53,167.8258,73.1034
0.000,0,FLiBe_outer,54,172.6112,67.1080
0.000,0,FLiBe_outer,55,176.8287,60.8909
0.000,0,FLiBe_outer,56,180.5508,54.4462
0.000,0,FLiBe_outer,57,183.7976,47.8085
0.000,0,FLiBe_outer,58,186.5729,41.0326
0.000,0,FLiBe_outer,59,188.8808,34.1778
0.000,0,FLiBe_outer,60,190.7312,27.2965
0.000,0,FLiBe_outer,61,192.1404,20.4268
0.000,0,FLiBe_outer,62,193.1277,13.5886
0.000,0,FLiBe_outer,63,193.7113,6.7839
0.000,0,shield_outer,0,233.9043,0.0000
0.000,0,shield_outer,1,233.6464,-9.0615
0.000,0,shield_outer,2,232.8661,-18.1551
0.000,0,shield_outer,3,231.5450,-27.3024
0.000,0,shield_outer,4,229.6563,-36.5070
0.000,0,shield_outer,5,227.1704,-45.7495
0.000,0,shield_outer,6,224.0591,-54.9891
0.000,0,shield_outer,7,220.2992,-64.1680
0.000,0,shield_outer,8,215.8700,-73.2226
0.000,0,shield_outer,9,210.7433,-82.0993
0.000,0,shield_outer,10,204.8564,-90.7775
0.000,0,shield_outer,11,198.0528,-99.3013
0.000,0,shield_outer,12,189.9548,-107.8201
0.000,0,shield_outer,13,179.6693,-116.6278
0.000,0,shield_outer,14,165.0546,-126.0786
0.000,0,shield_outer,15,140.9422,-135.5578
0.000,0,shield_outer,16,98.0038,-137.4140
0.000,0,shield_outer,17,44.4768,-110.6869
0.000,0,shield_outer,18,17.9958,-69.3421
0.000,0,shield_outer,19,12.5594,-41.7748
0.000,0,shield_outer,20,12.7062,-26.0810
0.000,0,shield_outer,21,13.8046,-16.7394
0.000,0,shield_outer,22,14.8391,-10.8335
0.000,0,shield_outer,23,15.6294,-6.9349
0.000,0,shield_outer,24,16.1854,-4.2976
0.000,0,shield_outer,25,16.5552,-2.5010
0.000,0,shield_outer,26,16.7870,-1.2920
0.000,0,shield_outer,27,16.9211,-0.5100
0.000,0,shield_outer,28,16.9892,-0.0475
0.000,0,shield_outer,29,17.0161,0.1733
0.000,0,shield_outer,30,17.0209,0.2156
0.000,0,shield_outer,31,17.0178,0.1381
0.000,0,shield_outer,32,17.0157,-0.0000
0.000,0,shield_outer,33,17.0178,-0.1381
0.000,0,shield_outer,34,17.0209,-0.2156
0.000,0,shield_outer,35,17.0161,-0.1733
0.000,0,shield_outer,36,16.9892,0.0475
0.000,0,shield_outer,37,16.9211,0.5100
0.000,0,shield_outer,38,16.7870,1.2920
0.000,0,shield_outer,39,16.5552,2.5010
0.000,0,shield_outer,40,16.1854,4.2976
0.000,0,shield_outer,41,15.6294,6.9349
0.000,0,shield_outer,42,14.8391,10.8335
0.000,0,shield_outer,43,13.8046,16.7394
0.000,0,shield_outer,44,12.7062,26.0810
0.000,0,shield_outer,45,12.5594,41.7748
0.000,0,shield_outer,46,17.9958,69.3421
0.000,0,shield_outer,47,44.4768,110.6869
0.000,0,shield_outer,48,98.0038,137.4140
0.000,0,shield_outer,49,140.9422,135.5578
0.000,0,shield_outer,50,165.0546,126.0786
0.000,0,shield_outer,51,179.6693,116.6278
0.000,0,shield_outer,52,189.9548,107.8201
0.000,0,shield_outer,53,198.0528,99.3013
0.000,0,shield_outer,54,204.8564,90.7775
0.000,0,shield_outer,55,210.7433,82.0993
0.000,0,shield_outer,56,215.8700,73.2226
0.000,0,shield_outer,57,220.2992,64.1680
0.000,0,shield_outer,58,224.0591,54.9891
0.000,0,shield_outer,59,227.1704,45.7495
0.000,0,shield_outer,60,229.6563,36.5070
0.000,0,shield_outer,61,231.5450,27.3024
0.000,0,shield_outer,62,232.8661,18.1551
0.000,0,shield_outer,63,233.6464,9.0615
0.000,0,coil_outer,0,248.9043,0.0000
0.000,0,coil_outer,1,248.6221,-9.9156
0.000,0,coil_outer,2,247.7681,-19.8675
0.000,0,coil_outer,3,246.3217,-29.8808
0.000,0,coil_outer,4,244.2533,-39.9609
0.000,0,coil_outer,5,241.5290,-50.0889
0.000,0,coil_outer,6,238.1165,-60.2228
0.000,0,coil_outer,7,233.9872,-70.3029
0.000,0,coil_outer,8,229.1147,-80.2638
0.000,0,coil_outer,9,223.4613,-90.0525
0.000,0,coil_outer,10,216.9484,-99.6536
0.000,0,coil_outer,11,209.3879,-109.1255
0.000,0,coil_outer,12,200.3371,-118.6464
0.000,0,coil_outer,13,188.7607,-128.5587
0.000,0,coil_outer,14,172.1899,-139.2729
0.000,0,coil_outer,15,144.6809,-150.0844
0.000,0,coil_outer,16,95.5143,-152.2060
0.000,0,coil_outer,17,34.1470,-121.5632
0.000,0,coil_outer,18,3.8021,-74.1937
0.000,0,coil_outer,19,-2.4116,-42.7063
0.000,0,coil_outer,20,-2.2480,-24.9106
0.000,0,coil_outer,21,-1.0212,-14.4602
0.000,0,coil_outer,22,0.1091,-8.0003
0.000,0,coil_outer,23,0.9429,-3.8844
0.000,0,coil_outer,24,1.4984,-1.2496
0.000,0,coil_outer,25,1.8371,0.3933
0.000,0,coil_outer,26,2.0200,1.3411
0.000,0,coil_outer,27,2.0975,1.7837
0.000,0,coil_outer,28,2.1096,1.8492
0.000,0,coil_outer,29,2.0870,1.6306
0.000,0,coil_outer,30,2.0534,1.2034
0.000,0,coil_outer,31,2.0261,0.6369
0.000,0,coil_outer,32,2.0157,-0.0000
0.000,0,coil_outer,33,2.0261,-0.6369
0.000,0,coil_outer,34,2.0534,-1.2034
0.000,0,coil_outer,35,2.0870,-1.6306
0.000,0,coil_outer,36,2.1096,-1.8492
0.000,0,coil_outer,37,2.0975,-1.7837
0.000,0,coil_outer,38,2.0200,-1.3411
0.000,0,coil_outer,39,1.8371,-0.3933
0.000,0,coil_outer,40,1.4984,1.2496
0.000,0,coil_outer,41,0.9429,3.8844
0.000,0,coil_outer,42,0.1091,8.0003
0.000,0,coil_outer,43,-1.0212,14.4602
0.000,0,coil_outer,44,-2.2480,24.9106
0.000,0,coil_outer,45,-2.4116,42.7063
0.000,0,coil_outer,46,3.8021,74.1937
0.000,0,coil_outer,47,34.1470,121.5632
0.000,0,coil_outer,48,95.5143,152.2060
0.000,0,coil_outer,49,144.6809,150.0844
0.000,0,coil_outer,50,172.1899,139.2729
0.000,0,coil_outer,51,188.7607,128.5587
0.000,0,coil_outer,52,200.3371,118.6464
0.000,0,coil_outer,53,209.3879,109.1255
0.000,0,coil_outer,54,216.9484,99.6536
0.000,0,coil_outer,55,223.4613,90.0525
0.000,0,coil_outer,56,229.1147,80.2638
0.000,0,coil_outer,57,233.9872,70.3029
0.000,0,coil_outer,58,238.1165,60.2228
0.000,0,coil_outer,59,241.5290,50.0889
0.000,0,coil_outer,60,244.2533,39.9609
0.000,0,coil_outer,61,246.3217,29.8808
0.000,0,coil_outer,62,247.7681,19.8675
0.000,0,coil_outer,63,248.6221,9.9156
45.000,12,LCFS,0,119.2070,-9.1501
45.000,12,LCFS,1,117.9633,-11.6452
45.000,12,LCFS,2,116.5020,-14.1269
45.000,12,LCFS,3,114.8186,-16.5669
45.000,12,LCFS,4,112.9105,-18.9361
45.000,12,LCFS,5,110.7791,-21.2043
45.000,12,LCFS,6,108.4323,-23.3400
45.000,12,LCFS,7,105.8871,-25.3116
45.000,12,LCFS,8,103.1708,-27.0888
45.000,12,LCFS,9,100.3224,-28.6450
45.000,12,LCFS,10,97.3915,-29.9590
45.000,12,LCFS,11,94.4370,-31.0167
45.000,12,LCFS,12,91.5242,-31.8122
45.000,12,LCFS,13,88.7205,-32.3478
45.000,12,LCFS,14,86.0912,-32.6340
45.000,12,LCFS,15,83.6948,-32.6881
45.000,12,LCFS,16,81.5786,-32.5329
45.000,12,LCFS,17,79.7757,-32.1952
45.000,12,LCFS,18,78.3033,-31.7041
45.000,12,LCFS,19,77.1624,-31.0891
45.000,12,LCFS,20,76.3395,-30.3787
45.000,12,LCFS,21,75.8100,-29.5990
45.000,12,LCFS,22,75.5424,-28.7716
45.000,12,LCFS,23,75.5026,-27.9132
45.000,12,LCFS,24,75.6583,-27.0348
45.000,12,LCFS,25,75.9825,-26.1410
45.000,12,LCFS,26,76.4553,-25.2308
45.000,12,LCFS,27,77.0645,-24.2988
45.000,12,LCFS,28,77.8047,-23.3363
45.000,12,LCFS,29,78.6754,-22.3333
45.000,12,LCFS,30,79.6788,-21.2803
45.000,12,LCFS,31,80.8170,-20.1692
45.000,12,LCFS,32,82.0906,-18.9945
45.000,12,LCFS,33,83.4974,-17.7530
45.000,12,LCFS,34,85.0319,-16.4437
45.000,12,LCFS,35,86.6857,-15.0668
45.000,12,LCFS,36,88.4481,-13.6235
45.000,12,LCFS,37,90.3064,-12.1154
45.000,12,LCFS,38,92.2469,-10.5449
45.000,12,LCFS,39,94.2545,-8.9154
45.000,12,LCFS,40,96.3127,-7.2326
45.000,12,LCFS,41,98.4038,-5.5055
45.000,12,LCFS,42,100.5084,-3.7474
45.000,12,LCFS,43,102.6060,-1.9765
45.000,12,LCFS,44,104.6756,-0.2167
45.000,12,LCFS,45,106.6967,1.5028
45.000,12,LCFS,46,108.6499,3.1478
45.000,12,LCFS,47,110.5182,4.6799
45.000,12,LCFS,48,112.2871,6.0578
45.000,12,LCFS,49,113.9447,7.2389
45.000,12,LCFS,50,115.4808,8.1817
45.000,12,LCFS,51,116.8865,8.8476
45.000,12,LCFS,52,118.1526,9.2043
45.000,12,LCFS,53,119.2698,9.2275
