ID,nfp,aspect,max_elong,qs_log10,iota,e_geom,eps_eff_gap25,R0,a,reason
359024,2,9.9999962478,1.5756926446,-2.9825246485,0.1,0.5865228677536986,0.7801730058695606,1.003758770945375,0.1738638045292739,low_elong
28920,2,4.999999981,3.2715003994,-3.5880115388,0.1,0.5885992201271442,0.7919526878830075,1.024785339961544,0.22323793819012072,random
772222,2,4.9999999678,3.4262625067,-3.3995216173,0.1,0.5886516477376482,0.8118962723388441,1.04031009302337,0.22325833111528126,random
1074305,3,9.9999985979,2.9020075827,-2.2421736569,0.3,0.5953026757289827,0.7256266596379192,1.003023197528343,0.1413052062680311,random
902078,2,6.6666666682,2.303504461,-3.8419868115,0.1,0.5956566326417302,0.7847765709062293,1.02449280260584,0.20149997456435215,random
1050778,2,9.9999994746,1.579944736,-3.8897420606,0.1,0.5971287973190375,0.7724873897024311,1.010620299567475,0.17490060929631668,low_elong
892802,2,9.9999994746,1.579944736,-3.8897420606,0.1,0.5971287973190375,0.7724873897024311,1.010620299567475,0.17490060929631668,low_elong
615682,2,4.0000000051,4.1496486178,-3.8951356119,0.2,0.7012525891391476,0.9237676289513668,1.012661620054558,0.31381530512040035,random
656910,3,6.6666672837,4.3317134805,-3.0404394279,0.6,0.7716027647108352,0.9592747158200822,1.021969655690447,0.25007768319840623,random
46587,3,6.6666778996,4.5171581524,-2.3928006961,0.6,0.7791203255254717,0.9545625883441289,1.016224230788924,0.24794315706800285,random
789092,2,5.0000000202,4.1197741821,-4.1098385682,0.3,0.8107509102742951,0.9938265215421141,1.006170365297556,0.3217755883614702,random
36795,2,5.0000000174,4.6589426773,-4.1411729435,0.4,0.89894663368983,1.079135332135968,1.001806535362986,0.365223718245825,random
204353,2,6.6666665975,4.2704284624,-4.0616813726,0.4,0.912172237749055,1.038269641287716,1.00179965550939,0.3194814668456406,random
23228,2,6.6666668307,4.6325550292,-4.1271578549,0.4,0.9215034737359596,1.039691399461229,1.000916018915504,0.31797295320955515,random
63731,3,5.0000030177,7.2035645034,-2.6475117298,0.9,0.9683454533032624,1.222025864397975,0.997352916459824,0.388694387840906,random
776736,2,6.6666658374,4.7384337199,-3.6123522753,0.5,0.984241888961473,1.1125500667191317,0.9995955172311448,0.36584686140741524,random
372262,2,6.666643525,5.2220048575,-2.3787539705,0.5,0.9847984368627088,1.084332132780066,0.9961170627678708,0.3656547478648322,random
887931,2,6.6666660248,6.3447636223,-3.0126884794,0.5,0.997847752690179,1.0819885257372848,0.9962103117729296,0.3660810359000106,random
627440,2,6.6666665929,5.8977863817,-3.8508206668,0.6,1.0672842769104243,1.2128918459574196,0.9953192883650789,0.41069451442430926,random
25741,2,6.6666662426,7.8535762464,-3.0209064876,0.7,1.1577666040669907,1.349932299854282,0.9901271582091693,0.46660037630895246,random
1048013,2,10.000200758,10.4244454749,-2.5847780677,0.7,1.2540088368944562,1.6147291009170546,0.9820811589473841,0.39090223861424367,random
